institution,accessionNumber,title,authorsRaw,bucket,refusalReason
Musée d'arts de Nantes,D.2020.0.14.7.88.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.91.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.92.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.99.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.8.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.62.E,,Anonyme (Suvée (inscrit sur l'oeuvre)),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.90.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.80.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.41.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.92.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.60.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.85.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.39.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.84.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.86.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.40.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.76.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.7.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.101.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.79.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.87.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.82.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.78.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.93.E,,Anonyme (Le Roux),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.63.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.91.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.6.34.E,,Anonyme (Benard),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.7.83.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.5.35.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.98.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.118.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.130.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.124.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.117.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.134.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.107.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.114.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.128.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.129.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.135.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,Non inventorié,(Sans titre),Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,9 [n° de document],Paysage avec un port,"Anonyme (BRUEGHEL DE VELOURS (BRUEGHEL Jan I, dit) (gravé d'après))",excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,18 [n° de document],Saint Luc,Anonyme (DE LEYDE Lucas (d'après)),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,19 [n° de document],L'Adoration des mages,Anonyme (DE LEYDE Lucas (copie d'après)),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,19 [n° de document],Saint Matthieu,Anonyme (DE LEYDE Lucas (d'après)),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,14 [n° de document],Sainte famille avec deux personnages,Anonyme (DE LEYDE Lucas (gravé d'après)),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,Non inventorié,A l'aube d'une attente,RIGAL J.J.J.,excluded_unresolved_artist,single_token_name
Musée d'arts de Nantes,Non inventorié,(Sans titre),Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,Non inventorié,(Sans titre),Anonyme (Brattig ?),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.169.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.186.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.178.E,Groupe de vaches,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.114.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.167.E,Cheval à la crinière tressée,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.111.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.137.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.143.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.160.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.170.E,Mulet,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.173.E,Cavalier,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.66.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.149.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.163.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.181.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.182.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.145.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.174.E,Cerf,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.152.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.140.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.180.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.101.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.161.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.3.6.E,Histoire de Pierre d'Aubusson,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.172.E,Cavalier,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.121.E,Frise : bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.183.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.102.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.162.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.191.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.103.E,Bataille des amazones,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.153.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.120.E,Frise : bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.151.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.159.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.177.E,Vaches et choux,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.135.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.147.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.168.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.165.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.3.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.107.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.116.E,Le 28 février 1791,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.166.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.138.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.146.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.3.18.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.154.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.144.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.118.E,Enlèvement de femmes par les centaures,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.3.7.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.112.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.184.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.157.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.110.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.164.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.139.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.176.E,Homme avec sanglier,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.185.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.148.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.158.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.190.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.39.E,La conversion de Saint Paul,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.188.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.113.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.171.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.119.E,Frise : bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.141.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.108.E,Bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.115.E,Attroupement d'hommes armés avec trois trompettes,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.54.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.142.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.155.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.33.E,Jésus bénissant des enfants,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.4.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.12.E,Moïse défendant les filles de Jethro,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.179.E,Cerf et biche,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.136.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.150.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.156.E,Animal,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.55.E,La communion de Saint Jérôme,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.2.34.E,La crucifixion,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.187.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.14.1.2.E,,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.21.E,Home ailé avec pattes de Pan tenant une faux,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
Musée d'arts de Nantes,D.2020.0.2.27.E,Scène de bataille,Anonyme (sans précision),excluded_unresolved_artist,anonymous_primary
