lot_id,brand,artist,title,status,exclusion_reason
31793-129,cornette,ALEX KATZ,"ALEX KATZ (NE EN 1927) Sarah, American Dance Festival 2011 Poster, 2011 (Cantz, 498)Sérigraphie en couleursEdition limitée à 300 exemplaires, dont uniquement 100 signésSignée à la main en bas à gaucheImprimée par Brand X Editions Inc., New YorkPubliée par The American Dance Festival, Durham122 x 87 cmColor screenprint, limited edition of 300 proofs, of which only 100 are hand-signed, this edition hand-signed in the lower left corner",SOLD,non_english_brand_deferred
31793-139,cornette,NIGEL HALL,"NIGEL HALL (NE EN 1943) Sans titre, 1980 Lithographie sur vélin d'ArchesSignée, datée ""80"" et numérotée 20/100 au crayon80 x 60,3 cm Lithograph on Arches wove paper, signed, dated ""80"" and numbered 20/100 in pencil",SOLD,non_english_brand_deferred
31793-137,cornette,JESÚS RAFAEL SOTO,"JESÚS RAFAEL SOTO (1923-2005) Sans titre Sérigraphie sur papier Signée et numérotée 105/15065 x 50 cmScreenprint on paper, signed and numbered 105/150",BI,non_english_brand_deferred
31793-132,cornette,JEFF KOONS,"JEFF KOONS (NE EN 1955) Balloon dog (orange), 2015 Sculpture en porcelaine de Limoges Signée et numérotée sous l'assietteEdition à 2 300 exemplairesEditée par Bernardaud, Paris Présentée dans sa boîte d'origineDiamètre : 26,5 cm Limoges porcelain sculpture, signed and numbered on the underside of the plate, edition of 2,300 copies",SOLD,non_english_brand_deferred
31793-133,cornette,ROY LICHTENSTEIN,"ROY LICHTENSTEIN (1923-1997) As I Opened Fire (triptyque), 1966 (Corlett App.5)Trois offsets en couleurs sur papier vélinPubliés par Stedelijk Museum, AmsterdamImprimés par Drukkerij Luii & Co., Amsterdam64 x 53 cm (chaque)Triptych comprising three offset lithographs in colors on wove paper, published by Stedelijk Museum/Drukkerij Luii & Co., Amsterdam",SOLD,non_english_brand_deferred
31793-140,cornette,SONIA DELAUNAY,"SONIA DELAUNAY (1885-1979) Foulards, circa 1975 Ensemble de trois foulards dont deux en soie et un en coton « Foulard aux 4 as » (numéroté 0016/1000), « Abécédaire », et « Hélice noire »Edités par Jacques Damase, Paris Respectivement 76 x 75 cm, 80 x 82 cm et 98 x 100 cmSet of three scarves, one numbered 0016/1000",SOLD,non_english_brand_deferred
31793-147,cornette,NIKI DE SAINT PHALLE,"NIKI DE SAINT PHALLE (1930-2002) Foulard en soie, 2000 Foulard signé dans le motif Edités par Flammarion67 x 66,5 cm (foulard)On y joint :Une cravate en soie de Raoul Dufy décorée d'un motif de papillonsCravate réalisé pour Bianchini, d'après une esquisse originale de Raoul DufyJustifiée HC 01/1000 Scarf signed within the design, both pieces were issued by Flammarion, tie produced for Bianchini from an original sketch by Raoul Dufy, justified H.C. 01/1000",SOLD,non_english_brand_deferred
31793-124,cornette,JEAN MAUBOULES,"JEAN MAUBOULES (NE EN 1943) Skulptur, 2000 Sculpture composée de deux anneaux en métal patiné, pouvant être dissociésSignée et numérotée sur le certificat d'authenticité qui accompagne l'oeuvreEditée par Kunstraum 4.Stock, Solothurn Diamètre : 10,5 cm (chaque)Sculpture composée de deux anneaux en métal patiné, séparables, signed and numbered on the certificate of authenticity accompanying the work, published by Kunstraum 4.Stock, Solothurn",SOLD,non_english_brand_deferred
31793-142,cornette,SONIA DELAUNAY,"SONIA DELAUNAY (1885-1979) Cléopâtre, circa 1975 Echarpe en soie multicoloreSignée dans le motif et justifiée ""EA 18/30"" 67 × 171 cm Multicoloured silk scarf, signed within the design and justified EA 18/30",SOLD,non_english_brand_deferred
31793-141,cornette,SONIA DELAUNAY,"SONIA DELAUNAY (1885-1979) Foulards, circa 1975 Ensemble de trois foulards en soie, dont Carrés orange-rose, Hélice noire et Hommage à StravinskyTous signés et portant le nom de l'éditeur dans le motifDeux numérotés 189/300 et 26/250Edités par Edizioni del Naviglio Milan et Jacques Damase, ParisRespectivement 85 x 82 cm; 81 x 83,5 cm et 86 x 86 cmSet of three scarves, two numbered 189/300 and 26/250",SOLD,non_english_brand_deferred
31793-146,cornette,EDUARDO ARROYO,"EDUARDO ARROYO (1937-2018) Danseuse de Flamenco, 1989 Signé, daté 1989 et justifié HC/1000Réalisé par Cedric Brochier Edité par Galería Gamarra y Garrigues97 x 97 On y joint :Pochette de vesteSigné dans le motif 30 x 31 cmSilk scarf, signed, dated 1989 and numbered HC/1000, one pocket square, signed within the design",SOLD,non_english_brand_deferred
31793-134,cornette,KAWS,"KAWS (NE EN 1984) Companion Bearbrick 400% (Grey/Blue), 2006 Figurine en vinyle peintEmpreinte au dosMarquage de l'éditeur moulé en relief sous les piedsÉdition Medicom Toy, TokyoHauteur : 27,3Painted cast vinyl, stamped imprint on the back, publisher's mark molded in relief under the feet, published by Medicom Toy, Tokyo",BI,non_english_brand_deferred
31793-115,cornette,PAUL DELVAUX,"PAUL DELVAUX (1897-1994) Julie, 1980 Eau-forte en noir sur papier Japon nacréSignée et numérotée 62/75Porte le timbre sec Le Miroir d'Encre en bas à gauche44,6 x 31,3 cmBlack etching on Japan paper, signed and numbered 62/75",BI,non_english_brand_deferred
31793-128,cornette,JIM DINE,"JIM DINE (NE EN 1935) ET OSCAR WILDE (1854-1900) The picture of Dorian Gray, 1968 (Mikro, 47 A-J)Volume, Grand in-4° (446 x 310), sous couverture recouverte de cuir et emboîtage décoréd' un multiple amovible représentant un cœur également recouvert de cuir, signé, daté et numéroté 4/100 au dosLe volume est illustré de 12 lithographies en couleurs sur Vélin d'Arches, l'une sur acétate, une avec collagesigné, annoté ""Edition C"" et numéroté 4/100 sur la page de justification, sans la suite annoncéeEdité par Petersburg Press, LondresImprimé par les ateliers Desjobert, Paris La reliure et l'emboîtage ont été réalisés par Rudolph Rieser, Cologne Dimensions de l'emboîtage: 47 x 34 x 5 cm",SOLD,non_english_brand_deferred
31793-143,cornette,JEAN COCTEAU,"JEAN COCTEAU (1889-1963) Ensemble de deux foulards en soie Les signes du zodiaque, circa 1970Foulard en soie de couleur bleu orné des 12 signes du zodiaque Signé dans le motifDans sa chemise à rabat blanche d'origine, portant le nom de l'artiste67 x 70 cmVisage d'homme sur fond noirFoulard en soie exécuté d'après une oeuvre de 1947Signé et daté dans le motifRéalisé par Ascher Ltd. 94 x 84 cm Two silk scarves, one blue silk scarf decorated with the twelve signs of the zodiac, circa 1970, signed in the design, one silk scarf, 1947, signed and dated in the design, produced by Ascher Ltd.",SOLD,non_english_brand_deferred
31793-125,cornette,BRAM VAN VELDE,"BRAM VAN VELDE (1895-1981) Sans titre, 1975 (Rivière, 212)Lithographie en six couleursSignée et justifiée EA (400 épreuves numérotées)66 x 60,3 cmColor lithograph in six colours, signed and justified EA (total edition of 400 numbered proofs)",SOLD,non_english_brand_deferred
31793-120,cornette,SALVADOR DALÍ,"SALVADOR DALÍ (1904-1989) Le frein hydraulique, 1975 (Michler et Löpsinger, 816; Field, 75-8F)Tirée de la série Hommage à Leonardo da Vinci (American Inventions)Pointe-sèche et pochoir en couleurs sur ArchesSignée et numérotée 408/450Editions de Francony/Editions Graphiques InternationalesImprimée par Ateliers Rigal57 x 76,2 cm Drypoint and stencil on Arches vellum, from the series Hommage à Léonardo da Vinci, signed and numbered 408/450",SOLD,non_english_brand_deferred
31793-136,cornette,ROBERT LONGO,"ROBERT LONGO (NE EN 1953) Untitled (Falling Flag), 2025 Sérigraphie en 9 teintes et vernis mat sur papier SomersetSignée et numérotée 194/415Editée par Avant Arte, Amsterdam66 x 63,9 cm9 colour silkscreen with matte varnish seal on sommerset tun sized radiant white paper, signed and numbered 194/415",SOLD,non_english_brand_deferred
31793-135,cornette,KAWS,"KAWS (NE EN 1984) Companion (Passing Through Brown), 2013 Figurine en vinyleÉdition de 500 exemplaires Édition Medicom Toy et OriginalFake, TokyoHauteur : 28,5 cmMultiple vinyl paint, footprint under the feet, limited edition of 500 proofs",BI,non_english_brand_deferred
31793-131,cornette,MUNDIAL 82,"MUNDIAL 82 Coupe du Monde de Football Espagne, la série complète, 1982 Portfolio comprenant les 15 affiches officielles réalisées pour la Coupe du Monde de Football 1982 en Espagne, la majorité en lithographie originale Lithographies de Miro, Adami, Alechinsky, Arroyo, Bury, Chillida, Saura, Tapiès, Topor, VelickovicPhotolithographies de Errò, Folon, Kolar, Monory et Titus-CarmelEdité par Editions de Francony, Paris95 x 60 cmPortfolio of 15 lithographic posters produced for the 1982 World Cup in Spain: original lithographs by Miro, Adami, Alechinsky, Arroyo, Bury, Chillida, Monory, Saura, Tapiès, Topor and Velickovic, Errò, Folon, Kolar and Titus-Carmel",SOLD,non_english_brand_deferred
31793-138,cornette,JESÚS RAFAEL SOTO,"JESÚS RAFAEL SOTO (1923-2005) Multiple IV, from Jai-Alai, 1969 Bois peint en blanc et noir, multiple avec barre métallique rougePorte la signature de l'artiste ainsi que la numérotation 14/300 gravées en creux sur la basePublié par Marlborough Galleries, New YorkDimensions totales : 50,2 × 15,2 × 15,2 cm White and black painted wood multiple with red metal bar, with the artist's signature and numbering 14/300 incised on the base",SOLD,non_english_brand_deferred
31793-117,cornette,SALVADOR DALÍ,"SALVADOR DALÍ (1904-1989) La Moissonneuse (The Combine-harvester), 1975 (Michler et Löpsinger, 819; Field, 75-8J)Tirée de la série Hommage à Leonardo da Vinci (American Inventions)Pointe-sèche et pochoir en couleurs sur ArchesSignée et numérotée 253/450Editions de Francony/Editions Graphiques InternationalesImprimée par Ateliers Rigal57 x 76,5 cmDrypoint and stencil on Arches vellum, from the series Hommage à Léonardo da Vinci, signed and numbered 253/450",SOLD,non_english_brand_deferred
31793-122,cornette,PIERRE AUGUSTE RENOIR,"PIERRE AUGUSTE RENOIR (1841-1919) Sur la plage, à Berneval, 3ème état, circa 1892 (Delteil/Stella, 5)Eau-forte et pointe-sèche sur papier vélinÉtat publié dans le Tome XVII du Peintre-graveur illustréImage : 13,6 x 9,5 cmFeuille : 20,2 x 14,3 cmEtching and drypoint on wove paper, third state, published in Peintre-graveur illustré (Tome XVII)",SOLD,non_english_brand_deferred
31793-130,cornette,MEL RAMOS,"MEL RAMOS (1935-2018) Hav-A-Havana #3, 1999 (Zwingenberger, GL 1-99)Lithographie en couleursSignée et justifiée 54/199Editée par la galerie Ernst Hilger, VienneImprimée par Carini, S. Giovanni Valdarno57,5 x 57,5 cmColor lithograph signed and numbered 54/199",SOLD,non_english_brand_deferred
31793-119,cornette,SALVADOR DALÍ,"SALVADOR DALÍ (1904-1989) Les Dames de la Renaissance (Ladies of the Renaissance), 1971 (Michler et Löpsinger, 482; Field, 71-8C)Tirée de la série Suite mythologique nouvelle (New Mythological Suite)Pointe-sèche et pochoir en couleurs sur ArchesSignée et numérotée 144/150Editée par Vision NouvelleImprimée par Ateliers Rigal57 x 76,5 cmFrom the series New Mythological Suite, drypoint and color stencil on Arches paper, signed and numbered 144/150",SOLD,non_english_brand_deferred
31793-107,cornette,ANTONIO SEGUÍ,"ANTONIO SEGUÍ (1934-2022) Le Froid bleu des contre-nuits, 1990 Ouvrage illustré comprenant un ensemble de sept lithographiesToutes signées, datées et numérotées 33/99Portent le timbre sec de l'imprimeurAtelier Clot, imprimeur, Paris Coffret d'origine, entoilé bleu et sérigraphié sur la face 26 x 37 cm (chaque planche) Illustrated work comprising a set of seven lithographs, all signed, dated, and numbered 33/99",BI,non_english_brand_deferred
31793-104,cornette,VALERIO ADAMI,"VALERIO ADAMI (NE EN 1935) Sigmund Freud, 1973 Lithographie en couleursSignée et numérotée 3/40Imprimée par Arte, Paris116,4 x 156,6 cmColor lithograph, signed and numbered 3/40",SOLD,non_english_brand_deferred
31793-98,cornette,ANDRE BRASILIER,"ANDRE BRASILIER (NE EN 1929) Les Anémones Blanches, 1987 (Le Pichon, 207)Lithographie en couleurs sur papier vélinSignée et numérotée 70/12060 x 47,8 cmColoured lithograph on wove paper, signed and numbered 70/120",SOLD,non_english_brand_deferred
31793-106,cornette,PER KIRKEBY,"PER KIRKEBY (1938–2018) Blumenstrasse, 1982 Lithographie en couleurs sur vélin Signée et numérotée 46/5080 x 59,8 cmColour lithograph on wove paper, signed and numbered 46/50",SOLD,non_english_brand_deferred
31793-118,cornette,SALVADOR DALÍ,"SALVADOR DALÍ (1904-1989) Buckingham Fountain, 1972 (Michler et Löpsinger, 530; Field, 75-6B)Tirée de la série Visions of ChicagoPointe-sèche et pochoir en couleursSignée et justifiée E9/70Editée par Merrill Publishing Association Imprimée par Ateliers Rigal65,5 x 45 cmDrypoint and stencil on Arches vellum, from the series Hommage à Léonardo da Vinci, signed and justified E9/70",SOLD,non_english_brand_deferred
31793-103,cornette,SAUL STEINBERG,"SAUL STEINBERG (1914-1999) Galerie Maeght 1973 Lithographie en couleursSignée et numérotée 27/30 Editée et imprimée par Galerie Maeght, Paris116,5 x 159,5 cmColor lithograph, signed and numbered 27/30",SOLD,non_english_brand_deferred
31793-121,cornette,ALBERTO GIACOMETTI,"ALBERTO GIACOMETTI (1901-1966) Derrière le miroir 65, 1954 Lithographie en couleurs tirée de la revue éponyme Signée dans la planche, datée « mai 1954 » et titrée «DLM/65 » 36 x 27,5 cm Color lithograph taken from the eponymous magazine, signed in the plate, dated ""May 1954,"" and titled ""DLM/65""",SOLD,non_english_brand_deferred
31793-112,cornette,ANTON PRINNER,"ANTON PRINNER (1902-1983) Ensemble de deux lithographies La Philosophie dans le corps du chat, 1943Lithographie en noir avec collage de bronze sur papier vélinSignée, titrée et numérotée 41/60 au crayon58 x 49 cm (avec le cadre)Le Taureau mécontent dans son champLithographie en noir avec collage de bronze sur papier vélinSignée et justifiée HC au crayon, signée une deuxième fois et titrée dans la planche76,5 x 56,5 cmSet of two black lithographs with bronze collage on wove paper, one signed, titled, and numbered 41/60 in pencil, the other signed and justified HC in pencil, signed a second time and titled in the plate",SOLD,non_english_brand_deferred
31793-89,cornette,ALBERTO MAGNELLI,"ALBERTO MAGNELLI (1888-1971) Pierres, 1934 (Abadie, 2)Eau forte en noir sur BFK RivesSignée, datée et numérotée 37/50 (plus 20 épreuves d'artiste)Editée par l'artisteImprimée par Jacques David, Paris 46,8 x 32,8 cmEtching in black on BFK Rives paper, signed, dated and numbered 37/50",BI,non_english_brand_deferred
31793-123,cornette,BERNARD BUFFET,"BERNARD BUFFET (1928-1999) Saint Cast, Souvenirs d'enfance, 1962 In-folio, en feuilles, couverture et chemise toile grise, étui bois de l'éditeurOuvrage, illustré par Bernard Buffet ; il ouvre sur le poème de Baudelaire, ""L'Homme et la mer"", calligraphié par l'artiste et comprend 16 pointes-sèches originales, dont 15 à double page et une à pleine page Tirage à 125 exemplaires sur papier d'Arches (celui-ci n° 64), signés par l'artisteImprimé par Lacourière et Frélaut, ParisEdité par Aux dépend de l'artiste, ParisDimensions de l'emboîtage : 54 x 41 x 6,5 cm",SOLD,non_english_brand_deferred
31793-78,cornette,PIERRE ALECHINSKY,"PIERRE ALECHINSKY (NE EN 1927) ET ANDRÉ FRÉNAUD (1907-1993) La Vie comme elle tourne (Ceuleers & Van de Velde, 56)Paris, Maeght, 1979Petit in-4 (320 x 229), en feuilles, sous couverture blanche rempliée, imprimée et illustrée en couleurs au pochoirEmboitage toilé blanc d'éditeur3 eaux-fortes en une couleur (rouge, vert et bleu) imprimées sur actes notariés désuets, présentées sous feuillet fixé à l'emboîtage Chacune signée et numérotée 36/90Comporte également la reproduction de 33 dessins de 1977 au pinceau sur de la paperasse offerte à Alechinsky par Jean-Pierre Pincemin ainsi que des notes à la plume et au crayonEdition totale à 120 exemplaires avec rehauts de pochoirs, celui-ci n°36, un des 90 numérotés",SOLD,non_english_brand_deferred
31793-95,cornette,TAKASHI MURAKAMI,"TAKASHI MURAKAMI (NE EN 1962) DOB totem pole, 2000 Lithographie offset en couleurs sur papier vélin glacéSignée et numérotée 85/300 au feutre noirImprimée et publiée par Kaikai Kiki Co., TokyoOffset lithograph printed in colours on glossy wove, signed and numbered 85/300 in black felt tip pen, printed and published by Kaikai Kiki Co., Tokyo",SOLD,non_english_brand_deferred
31793-102,cornette,RAOUL UBAC,"RAOUL UBAC (1910-1985) Sans titre, circa 1970 Lithographie en couleursSignée et numérotée 27/30113,7 x 152,3 cmColor lithograph, signed and numbered 27/30",SOLD,non_english_brand_deferred
31793-116,cornette,PAUL DELVAUX,"PAUL DELVAUX (1897-1994) Le bois, octobre 1981 Vernis-mou sur papier Hahnemühle filigrané Signée et justifiée EADatée en bas à droite dans la planchePorte le timbre sec Le Miroir d'Encre en bas à gauche et le timbre sec Rik De Keyser en bas à droite 50,3 x 35,9 cmBlack etching on wove paper, signed and justified EA",BI,non_english_brand_deferred
31793-108,cornette,JAMES CASEBERE,"JAMES CASEBERE (NE EN 1953) ET MOHAMMED DIB (1920-2003) Surfaces, 1999 Boîtier en plexiglas transparent, composé de six épreuves Fujiflex de James Casebere, contrecollées sur dibond (45,2 × 33,2 cm)Édition originale, limitée à 60 exemplaires numérotés, celui-ci n°17/60, signé par l'artiste et l'auteur au colophonImprimée par Patrick Nash Design, New York Publiée par Coromandel Express Emboîtage : 52,5 x 34,6 x 5 cm Transparent plexiglass case containing six Fujiflex prints by James Casebere, mounted on Dibond, original edition, limited to 60 numbered copies; this one is no. 17/60, signed by the artist and the author in the colophon, printed by Patrick Nash Design, New York, published by Coromandel Express",BI,non_english_brand_deferred
31793-88,cornette,ALBERTO MAGNELLI,"ALBERTO MAGNELLI (1888-1971) Album de la Ferrage - 1970, planche II et X, 1970 (Abadie, 51-2 et 51-10)Linogravure en deux couleurs imprimée sur Japon nacré et lithographie en six couleurs sur vélin d'ArchesDeux épreuve d'artiste signées et justifiées « E/A »Editées par Léon Amiel, New York et XXe Siècle, Paris Imprimées par Arnera, Vallauris et Mourlot, Paris65,5 x 44,8 cm et 66,6 x 45 cmSecond and tenth plates from L'Album de la Ferrage, two-color linocut on pearlescent Japanese paper and six-color lithograph on Arches wove paper, two artist's proofs, signed and justified E/A",SOLD,non_english_brand_deferred
31793-93,cornette,MAN RAY,"MAN RAY (1890-1976) Ensemble de deux estampes - 1975 La logique assassine, 1975(Anselmino, 114)Impression typographique sur Vergé Signée du monogramme et justifiée ""EA""(édition à 100) 52,7 x 37,7 cmMarchand de couleurs, 1975(Anselmino, 109)Lithographie en couleurs sur vélinSignée du monogramme et justifiée ""EA"" (édition à 99)54,8 x 60 cmA typographic print on laid paper and a colour lithograph on wove paper, both signed with a monogram and justified ""EA""",SOLD,non_english_brand_deferred
31793-113,cornette,ANTON PRINNER,"ANTON PRINNER (1902-1983) Le Livre des morts des anciens égyptiens, 1948 Ouvrage composé de 67 planches gravées à l'eau forte su vélin de BFK Rives Tirage limité à 217 exemplaires, celui-ci numéroté 151 Signée par l'artiste et annotée « et Prinner pour J. Godet » Edité par Robert J. Godet, Paris 38 x 28 cmWork comprising 67 etchings printed on BFK Rives vellum paper, limited edition of 217 proofs, this copy being numbered 151, signed by the artist and inscribed: ""et Prinner pour J. Godet"", published by Robert J. Godet, Paris",SOLD,non_english_brand_deferred
31793-126,cornette,BRAM VAN VELDE,"BRAM VAN VELDE (1895-1981) Partage, 1980 (Rivière, 357)Lithographie, en quatre couleurs, sur vélin d'Arches Signée du monogramme et justifiée HC (100 épreuves numérotées)Editée par Maeght, Paris42 x 57 cmColour lithograph on Arches wove paper, monogrammed and justified HC (100 numbered proofs)",BI,non_english_brand_deferred
31793-101,cornette,XXe SIECLE,"XXe SIECLE Cahiers d'art Nouvelle série, XXe année, N° 10 (double), mars 1958 Revue comprenant 150 reproductions en noir, 12 quadrichromies, 5 lithographies originales en couleurs (par Picasso, Dubuffet, Poliakoff, Zao Wou-Ki, Ubac), 1 gravure sur ardoise par Ubac, 4 pochoirs en couleurs (par Miro, Ernst, Capogrossi, Vasarely) et une zincographie d'Henri Michaux, broché32 x 24,7 cmReview publication comprising 150 black-and-white reproductions, 12 four-colour plates, 5 original colour lithographs (by Pablo Picasso, Jean Dubuffet, Serge Poliakoff, Zao Wou-Ki, and Raoul Ubac), 1 slate engraving by Ubac, 4 colour pochoirs (by Joan Miró, Max Ernst, Giuseppe Capogrossi, and Victor Vasarely), a zincograph by Henri Michaux, softbound",SOLD,non_english_brand_deferred
31793-114,cornette,PAUL DELVAUX,"PAUL DELVAUX (1897-1994) Anne de profil, 1971 (Mira Jacob, 46; Cahier Paul Delvaux n°3, 40) Lithographie en noir sur papier ArchesDate dans la pierre en bas à droite 6-71, pierre effacéeSignée et numérotée 53/75Editée par Le Bateau Lavoir, Paris45 x 53 cmLithograph in black, signed and numbered 53/75",SOLD,non_english_brand_deferred
31793-99,cornette,ANDRE BRASILIER,"ANDRE BRASILIER (NE EN 1929) Petites régates, 1969 (Le Pichon, 33)Lithographie en couleurs Signée et numérotée 26/5038 x 31 cmColour lithograph, signed and numbered 26/50",SOLD,non_english_brand_deferred
31793-96,cornette,TAKASHI MURAKAMI,"TAKASHI MURAKAMI (NE EN 1962) Let us Devote Our Hearts, 2022 Lithographie offset en couleurs sur papier vélin glacéSignée et numérotée 291/300 à l'encre métallique argentéeImprimée et publiée par Kaikai Kiki Co., TokyoDiamètre : 71 cmOffset lithograph printed in colours on glossy wove, signed and numbered 291/300 in silver metallic ink, printed and published by Kaikai Kiki Co., Tokyo",SOLD,non_english_brand_deferred
31793-111,cornette,ANTON PRINNER,"ANTON PRINNER (1902-1983) Ensemble de sept eaux-fortes, 1946 Ensemble de sept eaux-fortes et burins sur papier vélinPlanches extraites de l'ouvrage La Femme tondueToutes les épreuves sont numérotées 46/80, six d'entre elles portent la signature de l'artiste au crayon19,8 x 13 cm (chaque) Set of seven etchings and engravings on wove paper, plates taken from La Femme tondue, all numbered 46/80, six signed",SOLD,non_english_brand_deferred
31793-110,cornette,DU ZHENJUN,"DU ZHENJUN (NE EN 1961) Roland Garros, 2015 Lithographie en couleurs sur vélinSignée et numérotée 1/12078,5 x 60 cmColour lithograph on wove paper, signed and numbered 1/120",SOLD,non_english_brand_deferred
31793-109,cornette,GERARD FROMANGER,"GERARD FROMANGER (1939-2021) Mourir d'aimer Marivaux, 1971 Sérigraphie en couleurs sur papier vélinTirée de la série de toiles Boulevard des Italiens, plus particulièrement de la toile Mourir d'aimer, MarivauxSignée et numérotée 64/15062,3 x 47,2 cmColour screenprint, from the Boulevard des Italiens series of paintings, specifically the work To Die of Love, Marivaux, signed and numbered 64/150",SOLD,non_english_brand_deferred
31793-105,cornette,JIRI KOLAR,"JIRI KOLAR (1914-2002) Le potier, 1986 Lithographie en couleurs sur vélin d'ArchesSignée, datée et numérotée 27/7590 x 58,5 cmColour lithograph on Arches wove paper, signed, dated and numbered 27/75",SOLD,non_english_brand_deferred
31793-100,cornette,KUMI SUGAI,"KUMI SUGAI (1919-1996) Signes du Zodiaque : Lion, 1973 Sérigraphie en couleurs sur papier glacéSignée et numérotée 126/15070 x 70 cmColour screenprint on glossy paper, signed and numbered 126/150",SOLD,non_english_brand_deferred
31793-94,cornette,SHUSAKU ARAKAWA,"SHUSAKU ARAKAWA (1936-2010) Outside blank, 1982 Eau-forte et aquatinte sur vélin d'ArchesSignée, titrée et numérotée 43/100Epreuve réalisée pour la revue « Derrière le miroir, numéro 250 »Editée par Maeght, ParisPorte le timbre sec de l'imprimeur Aeropress38 x 55,5 cmEtching and aquatint on Arches wove paper, signed, titled and numbered 43/100",SOLD,non_english_brand_deferred
31793-90,cornette,PAUL REBEYROLLE,"PAUL REBEYROLLE (1926-2005) Guerilleros, 1969 Lithographie en couleurs sur Chiffon de Mandeure Signée et numérotée 2/25Editée et imprimée par Maeght, Paris117, 5 x 156,7 cmColor lithograph on Chiffon de Mandeure, signed and numbered 2/25, published and printed by Maeght, Paris",BI,non_english_brand_deferred
